params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""alpha"": 0.5, ""epsilon"": 0.3, ""discount_factor"": 0.7, ""q_init"": ""random"", ""epsilon_decay"": 1e-05}",14.67843803901087,10,-0.07650117278284373,-0.07525278058645093,-0.08690476190476189,-0.06944444444444446,0.0057097381404317814
"{""alpha"": 0.5, ""epsilon"": 0.3, ""discount_factor"": 0.8, ""q_init"": ""random"", ""epsilon_decay"": 1e-05}",14.415001023207878,10,-0.06829945393524843,-0.06663602941176472,-0.07659574468085102,-0.060714285714285735,0.005073044605714651
"{""alpha"": 0.5, ""epsilon"": 0.3, ""discount_factor"": 0.9, ""q_init"": ""random"", ""epsilon_decay"": 1e-05}",14.713526971216197,10,-0.07643688010520973,-0.0738095238095238,-0.09098360655737706,-0.065625,0.0069432307104982365
"{""alpha"": 0.5, ""epsilon"": 0.5, ""discount_factor"": 0.0, ""q_init"": ""random"", ""epsilon_decay"": 1e-05}",96.06708335078201,10,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,0.0
"{""alpha"": 0.5, ""epsilon"": 0.5, ""discount_factor"": 0.1, ""q_init"": ""random"", ""epsilon_decay"": 1e-05}",92.98591488645525,10,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,0.0
"{""alpha"": 0.5, ""epsilon"": 0.5, ""discount_factor"": 0.2, ""q_init"": ""random"", ""epsilon_decay"": 1e-05}",50.45760717810208,10,-0.09875522298935688,-0.09999999999999998,-0.09999999999999998,-0.08877551020408163,0.003336558493027915
"{""alpha"": 0.5, ""epsilon"": 0.5, ""discount_factor"": 0.3, ""q_init"": ""random"", ""epsilon_decay"": 1e-05}",16.6295116965739,10,-0.07140021622684162,-0.06944444444444446,-0.08842105263157891,-0.06333333333333337,0.0065412885014982936
"{""alpha"": 0.5, ""epsilon"": 0.5, ""discount_factor"": 0.4, ""q_init"": ""random"", ""epsilon_decay"": 1e-05}",17.084792754894806,10,-0.06930548491326356,-0.06944444444444446,-0.0738095238095238,-0.06333333333333337,0.003092982929474695
"{""alpha"": 0.5, ""epsilon"": 0.5, ""discount_factor"": 0.5, ""q_init"": ""random"", ""epsilon_decay"": 1e-05}",33.41225890408441,10,-0.06982541487069352,-0.07066145092460883,-0.0725,-0.065625,0.0025287473828267556
"{""alpha"": 0.5, ""epsilon"": 0.5, ""discount_factor"": 0.6, ""q_init"": ""random"", ""epsilon_decay"": 1e-05}",15.519149006777297,10,-0.06866369047619049,-0.06761904761904762,-0.07499999999999997,-0.060714285714285735,0.004369823022213229
"{""alpha"": 0.5, ""epsilon"": 0.5, ""discount_factor"": 0.7, ""q_init"": ""random"", ""epsilon_decay"": 1e-05}",15.382467346224075,10,-0.06753553921568628,-0.06614583333333333,-0.0725,-0.06333333333333337,0.003478110659621511
"{""alpha"": 0.5, ""epsilon"": 0.5, ""discount_factor"": 0.8, ""q_init"": ""random"", ""epsilon_decay"": 1e-05}",15.48488930782878,10,-0.07011931656720659,-0.06854575163398693,-0.07843137254901959,-0.065625,0.004322559018721029
"{""alpha"": 0.5, ""epsilon"": 0.5, ""discount_factor"": 0.9, ""q_init"": ""random"", ""epsilon_decay"": 1e-05}",15.31911416238745,10,-0.07019801692168101,-0.06900793650793652,-0.07924528301886789,-0.065625,0.0039740415841892475
"{""alpha"": 0.5, ""epsilon"": 0.1, ""discount_factor"": 0.0, ""q_init"": 0, ""epsilon_decay"": 1e-05}",106.34701574792598,10,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,0.0
"{""alpha"": 0.5, ""epsilon"": 0.1, ""discount_factor"": 0.1, ""q_init"": 0, ""epsilon_decay"": 1e-05}",97.35316329376656,10,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,0.0
"{""alpha"": 0.5, ""epsilon"": 0.1, ""discount_factor"": 0.2, ""q_init"": 0, ""epsilon_decay"": 1e-05}",81.02812558518417,10,-0.0994342469507252,-0.09999999999999998,-0.09999999999999998,-0.09654088050314465,0.0010590756426005917
